Tipologia Programma - Codice;Progetto - Codice;Progetto - Titolo;Articolazione I livello - Codice;Articolazione III livello;Articolazione IV livello;CI - Campo Intervento - Descrizione;FF - Forma di Finanziamento - Descrizione;TT - Tipo di Territorio - Descrizione;AE - Attività Economica - Descrizione;RA - Risultato Atteso - Descrizione;RA - Obiettivo tematico - Descrizione;Provincia - Descrizione;Stato Attuazione Progetto;Costo Ammesso;Importo Impegni ammessi;Importo Pagamenti ammessi
IGJ;FESR-2-2.2.2-006;PROGETTO PAGO PA E FATTURAZIONE ELETTRONICA;M-2;2c;OS2.2;Servizi e applicazioni di e-government (compresi gli appalti elettronici, le misure TIC a sostegno della riforma della pubblica amministrazione, la sicurezza informatica, le misure relative alla fiducia e alla riservatezza, la giustizia elettronica e la democrazia elettronica);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Digitalizzazione dei processi amministrativi e diffusione di servizi digitali pienamente interoperabili;Migliorare l'accesso alle tecnologie dell'informazione e della comunicazione, nonché l'impiego e la qualità delle medesime;Tutte le provincie;Concluso;599726,1;599726,1;599726,1
IGJ;FESR-2-2.2.2-007;PROGETTO MARKETING TERRITORIALE;M-2;2c;OS2.2;Servizi e applicazioni di e-government (compresi gli appalti elettronici, le misure TIC a sostegno della riforma della pubblica amministrazione, la sicurezza informatica, le misure relative alla fiducia e alla riservatezza, la giustizia elettronica e la democrazia elettronica);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Digitalizzazione dei processi amministrativi e diffusione di servizi digitali pienamente interoperabili;Migliorare l'accesso alle tecnologie dell'informazione e della comunicazione, nonché l'impiego e la qualità delle medesime;Tutte le provincie;In Esecuzione;500000;500000;150000
IGJ;FESR-2-2.2.2-008;DIGITALIZZAZIONE DIFFUSA;M-2;2c;OS2.2;Servizi e applicazioni di e-government (compresi gli appalti elettronici, le misure TIC a sostegno della riforma della pubblica amministrazione, la sicurezza informatica, le misure relative alla fiducia e alla riservatezza, la giustizia elettronica e la democrazia elettronica);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Digitalizzazione dei processi amministrativi e diffusione di servizi digitali pienamente interoperabili;Migliorare l'accesso alle tecnologie dell'informazione e della comunicazione, nonché l'impiego e la qualità delle medesime;Tutte le provincie;In Esecuzione;2414000;2414000;720000
IGJ;FESR-2-2.2.2-009;CAMPUS REGIONALE;M-2;2c;OS2.2;Servizi e applicazioni di e-government (compresi gli appalti elettronici, le misure TIC a sostegno della riforma della pubblica amministrazione, la sicurezza informatica, le misure relative alla fiducia e alla riservatezza, la giustizia elettronica e la democrazia elettronica);Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Digitalizzazione dei processi amministrativi e diffusione di servizi digitali pienamente interoperabili;Migliorare l'accesso alle tecnologie dell'informazione e della comunicazione, nonché l'impiego e la qualità delle medesime;Tutte le provincie;In Esecuzione;1000000;1000000;300000
IGJ;FESR-3-3.1.1-010002D;STYLECAR DI LANGELLA MARCO E C.- SOCIETA' IN ACCOMANDITA SEMPLICE;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;12760;12760;12760
IGJ;FESR-3-3.1.1-010004D;ULLMANN - SOCIETA' IN ACCOMANDITA SEMPLICE DI GIANFRANCO         ULLMANN & C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;16000;16000;16000
IGJ;FESR-3-3.1.1-010005D;DITTA ARIONI MARIO;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11700;11700;11700
IGJ;FESR-3-3.1.1-010006D;"IMMOBILIARE BEL COLLE SOCIETA' A RESPONSABILITA' LIMITATA        SIGLABILE ""I.B.C. SOCIETA' A RESPONSABILITA' LIMITATA""";M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;9840;9840;9840
IGJ;FESR-3-3.1.1-010007D;ERGOCASA VIVI NATURALE DI ZENI GLORIA;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;5360;5360;5360
IGJ;FESR-3-3.1.1-010012D;MARIO DE BENEDETTI MOBILI DI DE BENEDETTI MASSIMO E C. S.A.S.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11380,8;11380,8;11380,8
IGJ;FESR-3-3.1.1-010013D;BRERA S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11336;11336;11336
IGJ;FESR-3-3.1.1-010015D;PAMA SOCIETA' PER AZIONI;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11880;11880;11880
IGJ;FESR-3-3.1.1-010016D;STELLA DEL MARE S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11784;11784;11784
IGJ;FESR-3-3.1.1-010017D;GOLDEN GRASS S.A.S. DI GRAZIELLA GHINI E C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;16000;16000;16000
IGJ;FESR-3-3.1.1-010019D;MARSILIO S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Piccole aree urbane (mediamente popolate > 5 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;SAVONA;Concluso;12696;12696;12696
IGJ;FESR-3-3.1.1-010020D;AUTOSPRINT SOCIETA' A RESPONSABILITA' LIMITATA;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;In Esecuzione;14320;14320;14320
IGJ;FESR-3-3.1.1-010021D;R.V. IMPIANTI S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;16000;16000;16000
IGJ;FESR-3-3.1.1-010025D;PORTO CAROLINA - S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;LA SPEZIA;Concluso;16000;16000;16000
IGJ;FESR-3-3.1.1-010027D;LE RAGAZZE DEL CENTRO SOLE SAS DI SARA ZANARDI;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;8889,6;8889,6;8889,6
IGJ;FESR-3-3.1.1-010028D;SVIM SRL;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altre industrie manifatturiere non specificate;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;5589,62;5589,62;5589,62
IGJ;FESR-3-3.1.1-010030D;STUDIO GAZZERRO DI CORRADO GAZZERRO S.A.S.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Attività dei servizi sanitari;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;16000;16000;16000
IGJ;FESR-3-3.1.1-010031D;DUPLI C.A.R. S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;6400;6400;6400
IGJ;FESR-3-3.1.1-010034D;XITI S.N.C. DI FIRRIOLO R., SCUTERI P., TOBIA F. E BELLANTONIO F.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;5559,6;5559,6;5559,6
IGJ;FESR-3-3.1.1-010036D;CAVALERI FRANCESCO;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;13316;13316;13316
IGJ;FESR-3-3.1.1-010038D;MORETTI TERMOCLIMA S.N.C. DI MORETTI MATTEO & C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altre industrie manifatturiere non specificate;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11967,12;11967,12;11967,12
IGJ;FESR-3-3.1.1-010039D;GM - SOCIETA' A RESPONSABILITA' LIMITATA;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;4272;4272;4272
IGJ;FESR-3-3.1.1-010043D;MARINA S.A.S. DI DOMENICO VIOLA E C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;Concluso;14400;14400;14400
IGJ;FESR-3-3.1.1-010045D;CAVANNA OLII  DI SANDRO CAVANNA & C. S.N.C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Aree rurali (scarsamente popolate);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11960;11960;11960
IGJ;FESR-3-3.1.1-010046D;EDILIA S.A.S. DI ARDUINO NICOLETTA & C.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;16000;16000;16000
IGJ;FESR-3-3.1.1-010050D;ERREDI GRAFICHE EDITORIALI DI PIZZEGHELLO ATTILIO & C.           SOCIETA' IN NOME COLLETTIVO;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Altri servizi non specificati;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;16000;16000;16000
IGJ;FESR-3-3.1.1-010051D;FERRERI SALVATORE;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Turismo, servizi di alloggio e di ristorazione;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;6040;6040;6040
IGJ;FESR-3-3.1.1-010052D;MANAGEMENT & CONSULTING S.R.L.;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;IMPERIA;Concluso;5252,56;5252,56;5252,56
IGJ;FESR-3-3.1.1-010053D;COTELLA ALESSANDRO;M-3;3c;OS3.1;"Investimenti produttivi generici nelle piccole e medie imprese (""PMI"")";Sovvenzione a fondo perduto;Grandi aree urbane (densamente popolate > 50 000 abitanti);Commercio all'ingrosso e al dettaglio;Rilancio della propensione agli investimenti del sistema produttivo;Promuovere la competitività delle piccole e medie imprese, il settore agricolo e il settore della pesca e dell'acquacoltura;GENOVA;Concluso;11408;11408;11408
